dataname,dataset,datatype,mean_hamming,median_hamming,sd_hamming
EMGT00050000001552,Drosophila,AA,0.28003996741123055,0.2995169082125604,0.10098935888707099
EMGT00050000001552,Drosophila,NT,0.30728621272367146,0.33207851573003494,0.09773164756673941
EMGT00050000001556,Drosophila,AA,0.3777853591007896,0.41086749285033364,0.125072247560782
EMGT00050000001556,Drosophila,NT,0.3980377940866712,0.4363036303630363,0.12202939518098793
EMGT00050000001557,Drosophila,AA,0.3022743693265686,0.36628864578480214,0.10792823158631053
EMGT00050000001557,Drosophila,NT,0.30232099662740963,0.34803148558379704,0.09670084927740955
EMGT00050000001558,Drosophila,AA,0.31117250449581424,0.3138185654008439,0.10878424711610753
EMGT00050000001558,Drosophila,NT,0.3437238531339426,0.37381036305957,0.10726575858517329
EMGT00050000001560,Drosophila,AA,0.24642126285135935,0.24882075471698112,0.08833603440746664
EMGT00050000001560,Drosophila,NT,0.28848311834513535,0.2918026101141925,0.09022127639023743
EMGT00050000001563,Drosophila,AA,0.22203403149772596,0.28323089806803536,0.10202733266816187
EMGT00050000001563,Drosophila,NT,0.26492061577533665,0.30623957603045876,0.10886578423947514
EMGT00050000001564,Drosophila,AA,0.3738350400849156,0.3767605633802817,0.099710140816062
EMGT00050000001564,Drosophila,NT,0.3758071996407013,0.37023809523809526,0.10299660070577372
EMGT00050000001565,Drosophila,AA,0.18206252674498768,0.20451285718801365,0.05497733670355534
EMGT00050000001565,Drosophila,NT,0.24354686983462503,0.27093837464256487,0.06522325178760904
EMGT00050000001566,Drosophila,AA,0.36302157123014334,0.4301994301994302,0.15872859788991253
EMGT00050000001566,Drosophila,NT,0.33835247266361934,0.3858195211786372,0.1457863223518046
EMGT00050000001572,Drosophila,AA,0.42022375031474984,0.43655449212719977,0.15938587402729018
EMGT00050000001572,Drosophila,NT,0.44869597090866153,0.468787228973076,0.15430263595441004
EMGT00050000001574,Drosophila,AA,0.26864292400993384,0.31847521892209085,0.11345983208073732
EMGT00050000001574,Drosophila,NT,0.2660835836028293,0.3113480162449235,0.11091947858928748
EMGT00050000001575,Drosophila,AA,0.60051171539715,0.6233467101412925,0.14515955103740705
EMGT00050000001575,Drosophila,NT,0.5084436955859476,0.5250965843745463,0.13629270510178865
EMGT00050000001576,Drosophila,AA,0.19506976537083678,0.2260204081632653,0.07104259296646245
EMGT00050000001576,Drosophila,NT,0.25250127436255293,0.2878965922444183,0.08317278958630629
EMGT00050000001577,Drosophila,AA,0.24351166496678092,0.24003013585203586,0.09454220050958038
EMGT00050000001577,Drosophila,NT,0.31587082666429545,0.32947232947232946,0.09448725967513855
EMGT00050000001579,Drosophila,AA,0.20621768052762723,0.21745723619410334,0.0645359737217849
EMGT00050000001579,Drosophila,NT,0.2652761891739894,0.28992575639316187,0.07162129621418986
EMGT00050000001583,Drosophila,AA,0.22337665060012468,0.2705723533714072,0.10324423159771846
EMGT00050000001583,Drosophila,NT,0.2518619915168009,0.2985887823858783,0.10606539496606852
EMGT00050000001588,Drosophila,AA,0.6955336373393614,0.7713461926256845,0.1728554450691062
EMGT00050000001588,Drosophila,NT,0.5755101207619352,0.6179196187405428,0.13151378557025034
EMGT00050000001589,Drosophila,AA,0.30231039749650523,0.37100984972302176,0.14597064122376527
EMGT00050000001589,Drosophila,NT,0.30395958969830505,0.36944613191788006,0.13354197184026015
EMGT00050000001590,Drosophila,AA,0.497703222828462,0.5,0.14404298441592994
EMGT00050000001590,Drosophila,NT,0.48730762828347085,0.4753894080996885,0.14099567394230014
EMGT00050000001592,Drosophila,AA,0.4001063971743012,0.4199337595076061,0.1072126607593336
EMGT00050000001592,Drosophila,NT,0.39606178923940455,0.4128517353893757,0.09824596602565765
EMGT00050000001593,Drosophila,AA,0.43599528002278404,0.5325248070562293,0.16263407931114324
EMGT00050000001593,Drosophila,NT,0.419600089360271,0.49700387733521323,0.14492342472205655
EMGT00050000001594,Drosophila,AA,0.3603687616007113,0.3879310344827586,0.14526022535970193
EMGT00050000001594,Drosophila,NT,0.33227451892471127,0.38917571657468397,0.12401479766859999
EMGT00050000001597,Drosophila,AA,0.29571740548060704,0.3923705722070845,0.13865338394697702
EMGT00050000001597,Drosophila,NT,0.29924676100123426,0.32437275985663083,0.09567242417129485
EMGT00050000001601,Drosophila,AA,0.2538148908265943,0.29871977240398295,0.09865770758678734
EMGT00050000001601,Drosophila,NT,0.2816848303007396,0.324693685202639,0.10132228862304204
EMGT00050000001604,Drosophila,AA,0.44013754713654846,0.5784024466659197,0.2084658093510775
EMGT00050000001604,Drosophila,NT,0.3841275767580741,0.4931082012405238,0.19304778223172792
EMGT00050000001605,Drosophila,AA,0.3479598741463837,0.3861236802413273,0.11124439945170635
EMGT00050000001605,Drosophila,NT,0.2930757681723309,0.32177734375,0.09608319884492432
EMGT00050000001606,Drosophila,AA,0.4471648981995847,0.4955474070193819,0.13903494772075506
EMGT00050000001606,Drosophila,NT,0.399794563119894,0.448722498225692,0.12431590866158657
EMGT00050000001611,Drosophila,AA,0.3610899837204208,0.3913679590343819,0.15529660913659737
EMGT00050000001611,Drosophila,NT,0.4006157773869382,0.4148195060164661,0.15306023817824904
EMGT00050000001618,Drosophila,AA,0.43432379402850646,0.47208931419457734,0.18621625793564123
EMGT00050000001618,Drosophila,NT,0.42225966838236256,0.4408839779005525,0.175290374436592
EMGT00050000001620,Drosophila,AA,0.48890117649604076,0.541803733136204,0.1619744932564399
EMGT00050000001620,Drosophila,NT,0.42895227743776804,0.457520408270196,0.1459095038794014
EMGT00050000001623,Drosophila,AA,0.44576394505150463,0.4709417186019058,0.12491913743792855
EMGT00050000001623,Drosophila,NT,0.4257947932665538,0.44708805783076344,0.11703979036864931
EMGT00050000001624,Drosophila,AA,0.32003641357245355,0.33676975945017185,0.09376730628508917
EMGT00050000001624,Drosophila,NT,0.3157790928957979,0.3298671288272675,0.09399969960562461
EMGT00050000001625,Drosophila,AA,0.4016108765891824,0.5032566217976553,0.21306267233805462
EMGT00050000001625,Drosophila,NT,0.3532144876130683,0.4489527625248171,0.18245454042121048
EMGT00050000001626,Drosophila,AA,0.5880707850550881,0.634054834054834,0.1694853621639004
EMGT00050000001626,Drosophila,NT,0.5812847320789211,0.6332514167907596,0.15719647327934325
EMGT00050000001630,Drosophila,AA,0.5516264451056322,0.6991150442477876,0.21966713726596052
EMGT00050000001630,Drosophila,NT,0.5102001836515553,0.5946428571428571,0.1734446512002282
EMGT00050000001631,Drosophila,AA,0.28817651209289297,0.32388924661944624,0.09270164322129035
EMGT00050000001631,Drosophila,NT,0.29514259789217084,0.3329679964927663,0.08751810054182566
EMGT00050000001632,Drosophila,AA,0.3390050746872683,0.40274599542334094,0.15718378649111692
EMGT00050000001632,Drosophila,NT,0.315004441487349,0.3796722990271377,0.13845722515121262
EMGT00050000001634,Drosophila,AA,0.5810518588694029,0.6740576496674058,0.2010533220872548
EMGT00050000001634,Drosophila,NT,0.49714576365649754,0.5551626591230552,0.17177694550615483
EMGT00050000001635,Drosophila,AA,0.39118716959781075,0.4097133552113832,0.1492947499224017
EMGT00050000001635,Drosophila,NT,0.37640340121362564,0.39582418127791463,0.14550606943732677
EMGT00050000001637,Drosophila,AA,0.3134462957931664,0.36828644501278773,0.14394332464252316
EMGT00050000001637,Drosophila,NT,0.31361229893356357,0.3782258064516129,0.1399739923488977
EMGT00050000001638,Drosophila,AA,0.14126859084231952,0.1204187318317753,0.08531792131418371
EMGT00050000001638,Drosophila,NT,0.11221907101755439,0.1151818201049247,0.05233039735897587
EMGT00050000001641,Drosophila,AA,0.579521338560722,0.6973377186811125,0.2210125720734291
EMGT00050000001641,Drosophila,NT,0.48137442329956004,0.5885124780116266,0.19047850524209653
EMGT00050000001643,Drosophila,AA,0.3891632726342251,0.48341698638174213,0.19849871687278345
EMGT00050000001643,Drosophila,NT,0.33940993879620185,0.42609934016855944,0.1804924562141974
EMGT00050000001645,Drosophila,AA,0.4551526325946138,0.5086705202312138,0.17731175207871366
EMGT00050000001645,Drosophila,NT,0.396017718685181,0.43312666076173606,0.14847921072365933
EMGT00050000001647,Drosophila,AA,0.3304197885620413,0.3706713226070649,0.12181561950646716
EMGT00050000001647,Drosophila,NT,0.34713133759264553,0.4008244994110719,0.12189792333236339
EMGT00050000001648,Drosophila,AA,0.5129825550934423,0.5911392405063292,0.21293312351148336
EMGT00050000001648,Drosophila,NT,0.5105545937129404,0.5985232067510549,0.21115472978163716
EMGT00050000001650,Drosophila,AA,0.47892174744775945,0.5331010452961672,0.17625532622998635
EMGT00050000001650,Drosophila,NT,0.39625627987378914,0.44493392070484583,0.14892866675645566
EMGT00050000001651,Drosophila,AA,0.39290545087456086,0.5187770776137168,0.18847418069021052
EMGT00050000001651,Drosophila,NT,0.3594485072428506,0.4520157985726848,0.162756628765833
EMGT00050000001657,Drosophila,AA,0.32242157614380335,0.32664756446991405,0.14149065259957494
EMGT00050000001657,Drosophila,NT,0.3309527121371016,0.31806991629739045,0.140827993857855
EMGT00050000001658,Drosophila,AA,0.37813554109352604,0.41927710843373495,0.12185186475056368
EMGT00050000001658,Drosophila,NT,0.3433947498708773,0.3734305386796274,0.10628493934121096
EMGT00050000001660,Drosophila,AA,0.5274215259568177,0.5898293778443202,0.1902295436993922
EMGT00050000001660,Drosophila,NT,0.508997574145795,0.5719965918773076,0.18221090863831588
EMGT00050000001663,Drosophila,AA,0.24432602927176017,0.288087446595764,0.10672117803421187
EMGT00050000001663,Drosophila,NT,0.2791319242510876,0.31523190188938643,0.11007491075512382
EMGT00050000001665,Drosophila,AA,0.4306759324056497,0.4876584389593062,0.12502814135873555
EMGT00050000001665,Drosophila,NT,0.38300506426315917,0.4347547974413646,0.11793110531816775
EMGT00050000001666,Drosophila,AA,0.19572954346759783,0.21246648793565684,0.08576417855163698
EMGT00050000001666,Drosophila,NT,0.25523122397670944,0.29439890710382516,0.09892893801116824
EMGT00050000001670,Drosophila,AA,0.5641880870177033,0.7225106305797948,0.254081274886191
EMGT00050000001670,Drosophila,NT,0.4481095003746091,0.5821753330616415,0.21225624350045386
EMGT00050000001671,Drosophila,AA,0.4365764557242785,0.4800796812749004,0.19577361859993286
EMGT00050000001671,Drosophila,NT,0.47387797872827164,0.4907038512616202,0.1883645324253358
EMGT00050000001672,Drosophila,AA,0.25055938996375843,0.2575921908893709,0.10868745317026225
EMGT00050000001672,Drosophila,NT,0.26906964280608064,0.2984075280492219,0.10257808857020288
EMGT00050000001676,Drosophila,AA,0.26159536945251083,0.3117405636609111,0.10656627881461733
EMGT00050000001676,Drosophila,NT,0.2784303344301991,0.32595831393426583,0.10724837362035768
EMGT00050000001681,Drosophila,AA,0.2781850863700157,0.2864963503649635,0.12228820576966257
EMGT00050000001681,Drosophila,NT,0.313013085699355,0.3383503913305238,0.11486910463761416
EMGT00050000001683,Drosophila,AA,0.61513245803965,0.6477820819566291,0.16778143694773273
EMGT00050000001683,Drosophila,NT,0.5256347711492414,0.5385394030571498,0.15374317722291336
EMGT00050000001684,Drosophila,AA,0.6609665300115946,0.7211981566820277,0.15741104544875703
EMGT00050000001684,Drosophila,NT,0.5404926220540864,0.5936777178103315,0.13731406961155618
EMGT00050000001686,Drosophila,AA,0.3277254908372175,0.36859694556117106,0.10624510817304159
EMGT00050000001686,Drosophila,NT,0.33348908638501396,0.37286535297305534,0.10478617054620551
EMGT00050000001688,Drosophila,AA,0.21049066206532507,0.22916666666666666,0.0808765417485799
EMGT00050000001688,Drosophila,NT,0.25343733245427685,0.2791919191919192,0.08608993421776406
EMGT00050000001690,Drosophila,AA,0.2527172091732975,0.2997881355932203,0.08889319979692369
EMGT00050000001690,Drosophila,NT,0.2816316554759952,0.3299005681818182,0.09022111623822786
EMGT00050000001692,Drosophila,AA,0.25758998568635116,0.29426198817897353,0.12273172776228516
EMGT00050000001692,Drosophila,NT,0.2705243818951435,0.28895390494387385,0.11765515832230798
EMGT00050000001693,Drosophila,AA,0.6310114900410515,0.727659026525882,0.19030150081833952
EMGT00050000001693,Drosophila,NT,0.5207794044554075,0.5925466012332276,0.1581471454684992
EMGT00050000001695,Drosophila,AA,0.4291517898387413,0.4887604796419386,0.13773513134448645
EMGT00050000001695,Drosophila,NT,0.38903528603208065,0.4398118751127955,0.12589060395324
EMGT00050000001699,Drosophila,AA,0.4406049183513903,0.4610303830911493,0.09255149965540321
EMGT00050000001699,Drosophila,NT,0.4129527895510249,0.4354769097971515,0.08738265043813602
EMGT00050000001700,Drosophila,AA,0.34556746201230043,0.3913137088575628,0.1249524653526947
EMGT00050000001700,Drosophila,NT,0.33813475989547626,0.378903669593433,0.12299894715250903
EMGT00050000001703,Drosophila,AA,0.22040078683505984,0.2130637636080871,0.1601575180656419
EMGT00050000001703,Drosophila,NT,0.22761282039498842,0.25349198137609935,0.1477153795626181
EMGT00050000001704,Drosophila,AA,0.5072323267148932,0.5328578706062149,0.10365504173802781
EMGT00050000001704,Drosophila,NT,0.4814423107143122,0.5029573299535277,0.10360502325041475
EMGT00050000001710,Drosophila,AA,0.21574788832587866,0.17618659927267902,0.12373272125936276
EMGT00050000001710,Drosophila,NT,0.2877986452025172,0.2597878689590564,0.13000699003082344
EMGT00050000001711,Drosophila,AA,0.20572105600370022,0.23531970421922574,0.07152627452482219
EMGT00050000001711,Drosophila,NT,0.27130096875577275,0.30825276726916073,0.08612386797664348
EMGT00050000001712,Drosophila,AA,0.21828449672498382,0.2776831345826235,0.10488863183306438
EMGT00050000001712,Drosophila,NT,0.27427889195463917,0.3388431366556338,0.11619826451243381
EMGT00050000001714,Drosophila,AA,0.4044629227575474,0.47873303167420816,0.16661067806291147
EMGT00050000001714,Drosophila,NT,0.3818024922417478,0.45001424095699233,0.14382469818292795
EMGT00050000001715,Drosophila,AA,0.18692649617591472,0.21559074299634592,0.06851992570180851
EMGT00050000001715,Drosophila,NT,0.2531523192787545,0.28741776315789475,0.07613493416018662
EMGT00050000001717,Drosophila,AA,0.3008471001888086,0.30303030303030304,0.09239255167435724
EMGT00050000001717,Drosophila,NT,0.3245704937305905,0.32809962100703843,0.09877936474095285
EMGT00050000001725,Drosophila,AA,0.28177470622330236,0.2924182187786626,0.06881249972725383
EMGT00050000001725,Drosophila,NT,0.3304441280381243,0.34874224697250206,0.07791802247088433
EMGT00050000001731,Drosophila,AA,0.2256259907958997,0.20470064587405457,0.06720727762297853
EMGT00050000001731,Drosophila,NT,0.27870141267528614,0.2652346125875975,0.0646659258896429
EMGT00050000001733,Drosophila,AA,0.22116579261536612,0.22513973458235753,0.08594547945621067
EMGT00050000001733,Drosophila,NT,0.27269211628445145,0.2830959033200482,0.09768371576760398
EMGT00050000001736,Drosophila,AA,0.18880330474755605,0.18664383561643835,0.04159435401679707
EMGT00050000001736,Drosophila,NT,0.2493079551525397,0.25380710659898476,0.04477386958214027
EMGT00050000001740,Drosophila,AA,0.34647711174408224,0.4100837247946825,0.13669547304153026
EMGT00050000001740,Drosophila,NT,0.3552714209726236,0.42051330222152006,0.13002645127832338
EMGT00050000001748,Drosophila,AA,0.495005922266132,0.5366795366795367,0.1288874602790307
EMGT00050000001748,Drosophila,NT,0.45381092840592646,0.4942084942084942,0.12154131660103325
EMGT00050000001749,Drosophila,AA,0.3508724528140508,0.38095238095238093,0.10770214297021682
EMGT00050000001749,Drosophila,NT,0.34081228962282134,0.37993527508090613,0.10953911131863804
EMGT00050000001753,Drosophila,AA,0.32226384872952635,0.3553875236294896,0.12419192171808692
EMGT00050000001753,Drosophila,NT,0.3397074865503637,0.36465177398160314,0.09163874111885034
EMGT00050000001775,Drosophila,AA,0.19209056869406738,0.17956204379562044,0.11020125716875392
EMGT00050000001775,Drosophila,NT,0.26037685375486386,0.25711529184756393,0.11107831364544453
EMGT00050000001787,Drosophila,AA,0.39223034831084486,0.4055793991416309,0.12925038167210592
EMGT00050000001787,Drosophila,NT,0.3756579546956732,0.38644965934897807,0.0980252233697861
EMGT00050000001799,Drosophila,AA,0.46406660449931597,0.5472,0.1693737867451584
EMGT00050000001799,Drosophila,NT,0.40038413871234596,0.46483516483516485,0.15043664537422796
EMGT00050000001820,Drosophila,AA,0.34179897919380603,0.32428466617754953,0.07085064028476079
EMGT00050000001820,Drosophila,NT,0.35779088861534325,0.33532362073083355,0.06093631600124321
EMGT00050000001843,Drosophila,AA,0.3656694085835223,0.42390391644059267,0.14242710349498705
EMGT00050000001843,Drosophila,NT,0.35249339005350205,0.40471464644063104,0.13822657776939792
EMGT00050000001844,Drosophila,AA,0.2332015727461251,0.2579787234042553,0.10016157431431597
EMGT00050000001844,Drosophila,NT,0.2746839169098211,0.30824372759856633,0.10191990005972289
EMGT00050000001845,Drosophila,AA,0.6168438014011627,0.8435121999495889,0.2699167606140764
EMGT00050000001845,Drosophila,NT,0.5444517573198707,0.7183346174674963,0.2200161114013336
EMGT00050000001852,Drosophila,AA,0.5094149970002235,0.5756905564252925,0.15237254603958297
EMGT00050000001852,Drosophila,NT,0.45078673229382404,0.5122428937690164,0.14398657189020495
EMGT00050000001873,Drosophila,AA,0.4075447311866648,0.4307974335472044,0.11015702928966861
EMGT00050000001873,Drosophila,NT,0.3838011712612707,0.4230055658627087,0.10698339546751094
EMGT00050000001884,Drosophila,AA,0.597327721991557,0.7196525937481075,0.22424870651139323
EMGT00050000001884,Drosophila,NT,0.5002584836176716,0.5743220596022064,0.15074686054816253
EMGT00050000001888,Drosophila,AA,0.3565591723383763,0.3960843373493976,0.12403982562730566
EMGT00050000001888,Drosophila,NT,0.3446713963003719,0.3841126194067371,0.12169585747213889
EMGT00050000001893,Drosophila,AA,0.6289011093618146,0.7119996238362434,0.20518185248565318
EMGT00050000001893,Drosophila,NT,0.5037029887637664,0.5714872384435585,0.18346912647139269
EMGT00050000001911,Drosophila,AA,0.4215905946844631,0.4618249534450652,0.12421163428053524
EMGT00050000001911,Drosophila,NT,0.3893121889561758,0.43195785776997364,0.12076279844414686
EMGT00050000001912,Drosophila,AA,0.21101592373474634,0.25436521608217694,0.09335048371530379
EMGT00050000001912,Drosophila,NT,0.24689388296415746,0.29912064321027154,0.10013641335559988
EMGT00050000001923,Drosophila,AA,0.5881208780997733,0.6697341513292433,0.21592017893511106
EMGT00050000001923,Drosophila,NT,0.4866861027500409,0.5713118103800572,0.1851494783667598
EMGT00050000001924,Drosophila,AA,0.48153910042655984,0.5764119601328903,0.1788191007985666
EMGT00050000001924,Drosophila,NT,0.4128719625499084,0.49194414607948445,0.15750017122531887
EMGT00050000001946,Drosophila,AA,0.30150739487667144,0.31808035714285715,0.09259980403024778
EMGT00050000001946,Drosophila,NT,0.31329898147554436,0.3348475016223232,0.09578945145249741
EMGT00050000001948,Drosophila,AA,0.42387394135808876,0.44549808429118776,0.09919435587668003
EMGT00050000001948,Drosophila,NT,0.39690479439565723,0.42751786364087463,0.10179242595090278
EMGT00050000001949,Drosophila,AA,0.27264946525229555,0.31344116006692696,0.08598022685031384
EMGT00050000001949,Drosophila,NT,0.2888464237236418,0.32713891444342225,0.08500739732714455
EMGT00050000001950,Drosophila,AA,0.44866929856641513,0.4945589383913314,0.13693561430766527
EMGT00050000001950,Drosophila,NT,0.4229635931958285,0.465575175491103,0.11971099240439773
EMGT00050000001951,Drosophila,AA,0.3672357598205237,0.38619676945668135,0.10737492682797171
EMGT00050000001951,Drosophila,NT,0.36499415963389686,0.3845327604726101,0.10029843673026267
EMGT00050000001956,Drosophila,AA,0.48688805289003245,0.5635376378035625,0.1931560745340627
EMGT00050000001956,Drosophila,NT,0.4567844940213992,0.5450258893729258,0.1782495986333561
EMGT00050000001970,Drosophila,AA,0.21488861965820577,0.2652348500173223,0.09819858200967511
EMGT00050000001970,Drosophila,NT,0.2630397334978848,0.30749101731208944,0.10504230666980527
EMGT00050000001986,Drosophila,AA,0.2651696814247015,0.31984690833146867,0.11398026387047937
EMGT00050000001986,Drosophila,NT,0.3063612672640212,0.35013727022492425,0.11483172886890926
EMGT00050000001987,Drosophila,AA,0.28438840323168446,0.24792013311148087,0.15122374695959723
EMGT00050000001987,Drosophila,NT,0.32724936475148647,0.2958677685950413,0.14029839505914848
EMGT00050000002006,Drosophila,AA,0.23893989719718295,0.25473684210526315,0.08102169345233189
EMGT00050000002006,Drosophila,NT,0.27514017503222893,0.2956017729287419,0.0899261799882399
EMGT00050000002008,Drosophila,AA,0.19320236779409797,0.20013531799729364,0.07926852390545884
EMGT00050000002008,Drosophila,NT,0.2185022329127027,0.233250909559226,0.08516985588811338
EMGT00050000002009,Drosophila,AA,0.32039406776068186,0.3963470319634703,0.13461985495926307
EMGT00050000002009,Drosophila,NT,0.32661902404354987,0.40578798364265495,0.13042920963100776
EMGT00050000002010,Drosophila,AA,0.28021764150400114,0.3220338983050847,0.12152595804723205
EMGT00050000002010,Drosophila,NT,0.27702783228790423,0.32873563218390806,0.11465879965018598
EMGT00050000002011,Drosophila,AA,0.3477233664002762,0.3163265306122449,0.14437953179629495
EMGT00050000002011,Drosophila,NT,0.3676074150391044,0.35494155154091395,0.13904711980293355
EMGT00050000002022,Drosophila,AA,0.17715861455982354,0.1857707509881423,0.06393813168457729
EMGT00050000002022,Drosophila,NT,0.21892433514574475,0.24242424242424243,0.07278409713340644
EMGT00050000002039,Drosophila,AA,0.2505302430996494,0.2561942760714563,0.13151516135575458
EMGT00050000002039,Drosophila,NT,0.2916901824997173,0.3137479861232493,0.13371672559383002
EMGT00050000002042,Drosophila,AA,0.3925733884762479,0.4398563734290844,0.1484100599082881
EMGT00050000002042,Drosophila,NT,0.3346977256139368,0.3890441587479039,0.13096807959193524
EMGT00050000002045,Drosophila,AA,0.365235438160517,0.38976857490864797,0.12658639181997128
EMGT00050000002045,Drosophila,NT,0.3568705456877153,0.3953488372093023,0.12958236829830375
EMGT00050000002046,Drosophila,AA,0.4223949404273758,0.4671150971599402,0.11415324866337637
EMGT00050000002046,Drosophila,NT,0.382543455950845,0.42868078591477415,0.11076977675869974
EMGT00050000002055,Drosophila,AA,0.40876162937689314,0.4727536614329067,0.1480851870375129
EMGT00050000002055,Drosophila,NT,0.3691315190872227,0.4516055126713898,0.13645254597810813
EMGT00050000002058,Drosophila,AA,0.523688375355153,0.7533039647577092,0.27291479952248826
EMGT00050000002058,Drosophila,NT,0.45582612618199897,0.5845170454545454,0.19288063600125685
EMGT00050000002059,Drosophila,AA,0.1804396323830945,0.1826086956521739,0.07688355117955228
EMGT00050000002059,Drosophila,NT,0.24491033769274242,0.2700096432015429,0.08928207713532783
EMGT00050000002061,Drosophila,AA,0.314067622135917,0.38822525597269625,0.13461093510439356
EMGT00050000002061,Drosophila,NT,0.31153359030083283,0.3762463343108504,0.12561976860480895
EMGT00050000002062,Drosophila,AA,0.48795355931083184,0.5901303471121992,0.16276956609669807
EMGT00050000002062,Drosophila,NT,0.44706610610338543,0.5244212060710083,0.13585405259832578
EMGT00050000002064,Drosophila,AA,0.25654577317979926,0.26612886282883075,0.06965768477908107
EMGT00050000002064,Drosophila,NT,0.3043167802330451,0.34141081526659156,0.08635737207613423
EMGT00050000002065,Drosophila,AA,0.25189472758288084,0.28310605745645034,0.10253741785616383
EMGT00050000002065,Drosophila,NT,0.2862226982284003,0.3267999199186932,0.1047949506007445
EMGT00050000002066,Drosophila,AA,0.550543917160528,0.6181384248210023,0.16162264049209824
EMGT00050000002066,Drosophila,NT,0.4730057715432945,0.5174013921113689,0.13869494196503795
EMGT00050000002067,Drosophila,AA,0.5551603240104712,0.5950920245398773,0.12816257667427425
EMGT00050000002067,Drosophila,NT,0.48057699326312925,0.5146726862302483,0.11800114110905612
EMGT00050000002073,Drosophila,AA,0.41105877092710846,0.495104690480319,0.17400317489817002
EMGT00050000002073,Drosophila,NT,0.38277741098550133,0.46205420827389443,0.15532757022608737
EMGT00050000002077,Drosophila,AA,0.22061196827154578,0.24377152893830362,0.08340480321462077
EMGT00050000002077,Drosophila,NT,0.26318242209095094,0.29361442102047053,0.09653705221790713
EMGT00050000002079,Drosophila,AA,0.3098150029580988,0.34097421203438394,0.10222111421442259
EMGT00050000002079,Drosophila,NT,0.30745038553587534,0.3413173652694611,0.0953789217760676
EMGT00050000002080,Drosophila,AA,0.3730760793733337,0.4220100045475216,0.11744039449673079
EMGT00050000002080,Drosophila,NT,0.39893303109845796,0.4495858840475333,0.12075233537578862
EMGT00050000002081,Drosophila,AA,0.5188755173368561,0.535483870967742,0.1677543673740025
EMGT00050000002081,Drosophila,NT,0.4603090758815892,0.47562296858071507,0.16090476470255327
EMGT00050000002085,Drosophila,AA,0.3494793687925931,0.39672778557192573,0.11073257029925947
EMGT00050000002085,Drosophila,NT,0.3376010215160542,0.39670247747883325,0.11802154035619515
EMGT00050000002086,Drosophila,AA,0.42489555138119167,0.4722838137472284,0.14485421619675307
EMGT00050000002086,Drosophila,NT,0.37115887114781954,0.4033798677443057,0.12524822000501976
EMGT00050000002087,Drosophila,AA,0.45382083023088043,0.4603174603174603,0.12491035645679362
EMGT00050000002087,Drosophila,NT,0.41840364354375886,0.42207792207792205,0.11577362299231994
EMGT00050000002088,Drosophila,AA,0.3673236194964785,0.37782340862423,0.11486840175431878
EMGT00050000002088,Drosophila,NT,0.3715977206439453,0.39595959595959596,0.10845790569852264
EMGT00050000002089,Drosophila,AA,0.2761650206104398,0.31007751937984496,0.11510548465884061
EMGT00050000002089,Drosophila,NT,0.3277925010272119,0.36962247585601404,0.12438916350172904
EMGT00050000002090,Drosophila,AA,0.37833888092680196,0.46288798920377866,0.16779540221163508
EMGT00050000002090,Drosophila,NT,0.3578713660739311,0.43208159480760316,0.14912880664224765
EMGT00050000002091,Drosophila,AA,0.22946373519343055,0.24932614555256064,0.07199239771931397
EMGT00050000002091,Drosophila,NT,0.3045746769653891,0.34212840809146877,0.09577396341465616
EMGT00050000002108,Drosophila,AA,0.4694824313695428,0.5265553869499241,0.14942718110013772
EMGT00050000002108,Drosophila,NT,0.5000682328908054,0.5333333333333333,0.14777527279571107
EMGT00050000002109,Drosophila,AA,0.40558329092130196,0.4528563393861481,0.14151892704174587
EMGT00050000002109,Drosophila,NT,0.3600426902462298,0.4071131614792883,0.12285470863486601
EMGT00050000002114,Drosophila,AA,0.5350406268854005,0.5714285714285714,0.1595388729155335
EMGT00050000002114,Drosophila,NT,0.49403809917932384,0.5139385275196569,0.1412835756114747
EMGT00050000002117,Drosophila,AA,0.2504516172052716,0.2989571263035921,0.10656184972703868
EMGT00050000002117,Drosophila,NT,0.2801440952897735,0.31570448122729106,0.10476859742908966
EMGT00050000002118,Drosophila,AA,0.5122035836072152,0.5702668735586855,0.14251327889034668
EMGT00050000002118,Drosophila,NT,0.42603711313851034,0.47649841574757945,0.12496907881224215
EMGT00050000002124,Drosophila,AA,0.2789755997539296,0.2852178330245623,0.10496449319689477
EMGT00050000002124,Drosophila,NT,0.298697311145302,0.30921013158989785,0.10662729928746709
EMGT00050000002125,Drosophila,AA,0.2678248379180402,0.29022988505747127,0.07746096264764601
EMGT00050000002125,Drosophila,NT,0.3184740579758001,0.343935437930216,0.0862321956828684
EMGT00050000002130,Drosophila,AA,0.5841283617595223,0.6890243902439024,0.2258146141287854
EMGT00050000002130,Drosophila,NT,0.5083130597284305,0.5881753312945973,0.16852053426299576
EMGT00050000002131,Drosophila,AA,0.23697474877629135,0.2796940344262745,0.10383259770704259
EMGT00050000002131,Drosophila,NT,0.2612502139430517,0.2899359781069121,0.10940702557700928
EMGT00050000002135,Drosophila,AA,0.28411728571254147,0.30723065562558416,0.09472233288962395
EMGT00050000002135,Drosophila,NT,0.2979168915531927,0.32352815096630366,0.09702664465234033
EMGT00050000002136,Drosophila,AA,0.2540273295472021,0.3073935132225287,0.11005051057630177
EMGT00050000002136,Drosophila,NT,0.2690526735687121,0.31936257859693185,0.11387334544280214
